index,datetime,service,instance,message,level,anomaly_type,st_time,ed_time,duration,data_type,old_index
0,2021-07-01,webservice,webservice2,"2021-07-01 11:16:52,953 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-01 11:06:52.249428 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-01 11:06:52.953000,2021-07-01 11:16:52.953000,600,train,5
14202,2021-07-29,dbservice,dbservice2,"2021-07-29 00:50:36,987 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 00:40:36.184977 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 00:40:36.987000,2021-07-29 00:50:36.987000,600,test,14186
14213,2021-07-29,webservice,webservice1,"2021-07-29 01:10:00,407 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-29 01:00:00.317823, last for 600 seconds",WARNING,[file moving program],2021-07-29 01:00:00.407000,2021-07-29 01:10:00.407000,600,test,14183
14224,2021-07-29,logservice,logservice1,"2021-07-29 01:40:06,472 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 01:30:05.523629 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 01:30:06.472000,2021-07-29 01:40:06.472000,600,test,14813
14299,2021-07-29,webservice,webservice1,"2021-07-29 04:10:00,767 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-29 04:00:00.666625, last for 600 seconds",WARNING,[file moving program],2021-07-29 04:00:00.767000,2021-07-29 04:10:00.767000,600,test,14184
14300,2021-07-29,redisservice,redisservice1,"2021-07-29 04:10:34,420 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 04:00:33.546543 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 04:00:34.420000,2021-07-29 04:10:34.420000,600,test,14192
14366,2021-07-29,webservice,webservice1,"2021-07-29 06:21:38,573 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 06:11:37.010525 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 06:11:38.573000,2021-07-29 06:21:38.573000,600,test,14185
14409,2021-07-29,dbservice,dbservice2,"2021-07-29 07:58:27,445 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 07:48:26.616973 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 07:48:27.445000,2021-07-29 07:58:27.445000,600,test,14187
14415,2021-07-29,logservice,logservice1,"2021-07-29 08:04:54,916 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 07:54:54.075623 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 07:54:54.916000,2021-07-29 08:04:54.916000,600,test,14814
14417,2021-07-29,webservice,webservice2,"2021-07-29 08:13:41,055 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 08:03:40.147682 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 08:03:41.055000,2021-07-29 08:13:41.055000,600,test,14189
14562,2021-07-29,logservice,logservice2,"2021-07-29 14:02:36,816 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 13:52:35.968933 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 13:52:36.816000,2021-07-29 14:02:36.816000,600,test,14816
14582,2021-07-29,webservice,webservice2,"2021-07-29 14:51:04,573 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 14:41:03.679596 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 14:41:04.573000,2021-07-29 14:51:04.573000,600,test,14190
14615,2021-07-29,redisservice,redisservice1,"2021-07-29 16:05:00,490 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 15:54:59.550536 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 15:55:00.490000,2021-07-29 16:05:00.490000,600,test,14193
14617,2021-07-29,webservice,webservice2,"2021-07-29 16:10:00,688 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-29 16:00:00.588717, last for 600 seconds",WARNING,[file moving program],2021-07-29 16:00:00.688000,2021-07-29 16:10:00.688000,600,test,14191
14680,2021-07-29,redisservice,redisservice2,"2021-07-29 18:57:36,810 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 18:47:35.994422 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 18:47:36.810000,2021-07-29 18:57:36.810000,600,test,14812
14701,2021-07-29,redisservice,redisservice1,"2021-07-29 19:47:58,516 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 19:37:57.646180 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 19:37:58.516000,2021-07-29 19:47:58.516000,600,test,14194
14716,2021-07-29,logservice,logservice2,"2021-07-29 20:22:17,231 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 20:12:16.372882 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 20:12:17.231000,2021-07-29 20:22:17.231000,600,test,14817
14734,2021-07-29,logservice,logservice1,"2021-07-29 21:08:24,953 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 20:58:24.039655 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 20:58:24.953000,2021-07-29 21:08:24.953000,600,test,14815
14763,2021-07-29,dbservice,dbservice2,"2021-07-29 21:58:18,533 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-29 21:48:17.749563 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-29 21:48:18.533000,2021-07-29 21:58:18.533000,600,test,14188
14836,2021-07-30,logservice,logservice2,"2021-07-30 00:52:50,491 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 00:42:49.668920 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 00:42:50.491000,2021-07-30 00:52:50.491000,600,test,15455
14843,2021-07-30,webservice,webservice1,"2021-07-30 01:10:00,239 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-30 01:00:00.142219, last for 600 seconds",WARNING,[file moving program],2021-07-30 01:00:00.239000,2021-07-30 01:10:00.239000,600,test,14825
14844,2021-07-30,webservice,webservice2,"2021-07-30 01:10:00,308 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-30 01:00:00.209860, last for 600 seconds",WARNING,[file moving program],2021-07-30 01:00:00.308000,2021-07-30 01:10:00.308000,600,test,14829
14904,2021-07-30,redisservice,redisservice2,"2021-07-30 02:57:35,377 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 02:47:34.508881 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 02:47:35.377000,2021-07-30 02:57:35.377000,600,test,15452
14937,2021-07-30,logservice,logservice1,"2021-07-30 04:33:14,676 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 04:23:13.659584 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 04:23:14.676000,2021-07-30 04:33:14.676000,600,test,15454
15004,2021-07-30,redisservice,redisservice2,"2021-07-30 07:21:54,691 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 07:11:53.776918 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 07:11:54.691000,2021-07-30 07:21:54.691000,600,test,15453
15022,2021-07-30,webservice,webservice1,"2021-07-30 08:10:00,131 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-30 08:00:00.042707, last for 600 seconds",WARNING,[file moving program],2021-07-30 08:00:00.131000,2021-07-30 08:10:00.131000,600,test,14826
15023,2021-07-30,webservice,webservice2,"2021-07-30 08:10:00,968 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-30 08:00:00.868999, last for 600 seconds",WARNING,[file moving program],2021-07-30 08:00:00.968000,2021-07-30 08:10:00.968000,600,test,14830
15089,2021-07-30,dbservice,dbservice2,"2021-07-30 11:03:50,527 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 10:53:49.764927 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 10:53:50.527000,2021-07-30 11:03:50.527000,600,test,14819
15121,2021-07-30,dbservice,dbservice2,"2021-07-30 12:00:00,298 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-30 12:00:00.298000,2021-07-30 13:00:00.298000,3600,test,14820
15128,2021-07-30,logservice,logservice2,"2021-07-30 12:43:01,414 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 12:33:00.568871 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 12:33:01.414000,2021-07-30 12:43:01.414000,600,test,15456
15182,2021-07-30,redisservice,redisservice1,"2021-07-30 14:58:58,401 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 14:48:57.695837 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 14:48:58.401000,2021-07-30 14:58:58.401000,600,test,14831
15190,2021-07-30,dbservice,dbservice2,"2021-07-30 15:11:51,701 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 15:01:50.860882 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 15:01:51.701000,2021-07-30 15:11:51.701000,600,test,14821
15213,2021-07-30,webservice,webservice1,"2021-07-30 16:10:00,209 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-30 16:00:00.112780, last for 600 seconds",WARNING,[file moving program],2021-07-30 16:00:00.209000,2021-07-30 16:10:00.209000,600,test,14827
15214,2021-07-30,dbservice,dbservice2,"2021-07-30 16:00:00,476 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-30 16:00:00.476000,2021-07-30 17:00:00.476000,3600,test,14822
15230,2021-07-30,dbservice,dbservice2,"2021-07-30 16:39:15,570 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 16:29:14.800917 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 16:29:15.570000,2021-07-30 16:39:15.570000,600,test,14823
15288,2021-07-30,redisservice,redisservice1,"2021-07-30 18:36:43,400 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 18:26:42.713634 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 18:26:43.400000,2021-07-30 18:36:43.400000,600,test,14832
15308,2021-07-30,webservice,webservice1,"2021-07-30 19:08:20,187 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 18:58:19.471848 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 18:58:20.187000,2021-07-30 19:08:20.187000,600,test,14828
15377,2021-07-30,dbservice,dbservice2,"2021-07-30 21:23:50,870 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 21:13:49.980966 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 21:13:50.870000,2021-07-30 21:23:50.870000,600,test,14824
15401,2021-07-30,dbservice,dbservice1,"2021-07-30 22:05:18,176 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 21:55:17.486818 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 21:55:18.176000,2021-07-30 22:05:18.176000,600,test,14818
15448,2021-07-30,logservice,logservice2,"2021-07-30 23:48:10,401 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-30 23:38:09.512954 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-30 23:38:10.401000,2021-07-30 23:48:10.401000,600,test,15457
15531,2021-07-31,dbservice,dbservice2,"2021-07-31 02:40:10,243 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 02:30:09.369015 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 02:30:10.243000,2021-07-31 02:40:10.243000,600,test,15460
15542,2021-07-31,logservice,logservice1,"2021-07-31 02:57:03,243 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 02:47:01.899580 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 02:47:03.243000,2021-07-31 02:57:03.243000,600,test,16200
15547,2021-07-31,webservice,webservice1,"2021-07-31 02:56:33,157 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-31 02:56:33.157000,2021-07-31 03:06:33.157000,600,test,15466
15565,2021-07-31,dbservice,dbservice1,"2021-07-31 03:37:06,152 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 03:27:05.482846 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 03:27:06.152000,2021-07-31 03:37:06.152000,600,test,15458
15579,2021-07-31,webservice,webservice2,"2021-07-31 04:10:00,796 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-31 04:00:00.697891, last for 600 seconds",WARNING,[file moving program],2021-07-31 04:00:00.796000,2021-07-31 04:10:00.796000,600,test,15461
15599,2021-07-31,webservice,webservice1,"2021-07-31 05:07:05,798 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 04:57:05.072720 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 04:57:05.798000,2021-07-31 05:07:05.798000,600,test,15467
15637,2021-07-31,redisservice,redisservice1,"2021-07-31 06:30:30,997 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 06:20:30.326619 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 06:20:30.997000,2021-07-31 06:30:30.997000,600,test,16193
15678,2021-07-31,webservice,webservice2,"2021-07-31 08:03:03,456 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 07:53:02.499596 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 07:53:03.456000,2021-07-31 08:03:03.456000,600,test,15462
15718,2021-07-31,redisservice,redisservice2,"2021-07-31 09:13:53,452 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-31 09:13:53.452000,2021-07-31 09:23:53.452000,600,test,16196
15734,2021-07-31,webservice,webservice1,"2021-07-31 09:47:50,932 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 09:37:50.208955 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 09:37:50.932000,2021-07-31 09:47:50.932000,600,test,15468
15784,2021-07-31,webservice,webservice2,"2021-07-31 11:30:38,585 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 11:20:37.659622 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 11:20:38.585000,2021-07-31 11:30:38.585000,600,test,15463
15842,2021-07-31,logservice,logservice1,"2021-07-31 13:01:34,580 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 12:51:33.203582 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 12:51:34.580000,2021-07-31 13:01:34.580000,600,test,16201
15852,2021-07-31,logservice,logservice2,"2021-07-31 13:17:00,460 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 13:06:59.532901 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 13:07:00.460000,2021-07-31 13:17:00.460000,600,test,16203
15863,2021-07-31,redisservice,redisservice2,"2021-07-31 13:37:58,196 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 13:27:57.273148 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 13:27:58.196000,2021-07-31 13:37:58.196000,600,test,16197
15894,2021-07-31,webservice,webservice2,"2021-07-31 14:41:48,799 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 14:31:47.883649 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 14:31:48.799000,2021-07-31 14:41:48.799000,600,test,15464
15926,2021-07-31,redisservice,redisservice2,"2021-07-31 15:33:00,352 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 15:22:59.396942 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 15:23:00.352000,2021-07-31 15:33:00.352000,600,test,16198
15944,2021-07-31,redisservice,redisservice2,"2021-07-31 16:24:57,350 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 16:14:56.453013 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 16:14:57.350000,2021-07-31 16:24:57.350000,600,test,16199
15947,2021-07-31,redisservice,redisservice1,"2021-07-31 16:32:35,387 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 16:22:34.646011 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 16:22:35.387000,2021-07-31 16:32:35.387000,600,test,16194
15965,2021-07-31,webservice,webservice1,"2021-07-31 16:58:21,126 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-31 16:48:20.430585 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-31 16:48:21.126000,2021-07-31 16:58:21.126000,600,test,15469
